
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

This is Ipopt version 3.13.4, running with linear solver ma86.

Number of nonzeros in equality constraint Jacobian...:    41065
Number of nonzeros in inequality constraint Jacobian.:     5776
Number of nonzeros in Lagrangian Hessian.............:    20537

Total number of variables............................:     8982
                     variables with only lower bounds:      998
                variables with lower and upper bounds:     4195
                     variables with only upper bounds:        0
Total number of equality constraints.................:     5878
Total number of inequality constraints...............:     2394
        inequality constraints with only lower bounds:      400
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     1994

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 607  8.6012964e+00 5.24e-02 1.18e+02  -5.7 4.47e+02  -8.0 3.38e-02 1.12e-01h  1
 608  8.5228691e+00 5.75e-02 9.16e+01  -5.7 1.74e+02  -7.6 9.48e-02 1.78e-01h  1
 609  8.4870804e+00 4.87e-02 8.59e+01  -5.7 6.15e+01  -7.2 5.05e-01 2.13e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 610  8.4842062e+00 2.95e-02 5.23e+01  -5.7 7.55e+00  -5.9 4.47e-01 3.94e-01h  1
 611  8.4805130e+00 2.47e-02 4.34e+01  -5.7 6.02e+00  -6.3 1.27e-01 1.64e-01h  1
 612  8.4340348e+00 7.43e-03 9.11e+01  -5.7 1.25e+01  -6.8 3.13e-01 1.00e+00h  1
 613  8.4275135e+00 4.83e-03 7.46e+01  -5.7 6.56e+00  -6.4 5.05e-01 3.71e-01h  1
 614  8.4209954e+00 1.29e-04 3.09e+00  -5.7 2.10e+00  -6.0 1.00e+00 1.00e+00f  1
 615  8.4186027e+00 2.02e-05 1.05e+00  -5.7 8.06e-01  -5.5 1.00e+00 1.00e+00h  1
 616  8.4120101e+00 1.44e-04 3.93e+00  -5.7 2.03e+00  -6.0 1.00e+00 1.00e+00h  1
 617  8.3963994e+00 8.10e-04 6.44e+01  -5.7 5.59e+00  -6.5 8.51e-01 8.26e-01h  1
 618  8.3439733e+00 8.41e-03 1.13e+02  -5.7 1.68e+01  -7.0 8.97e-01 1.00e+00f  1
 619  8.2287509e+00 4.92e-02 4.53e+01  -5.7 5.61e+01  -7.5 4.54e-01 6.60e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 620  8.1891834e+00 4.99e-02 4.31e+01  -5.7 2.65e+02  -7.9 5.98e-02 6.19e-02h  1
 621  8.1684522e+00 4.58e-02 4.95e+01  -5.7 6.62e+01  -7.5 6.57e-01 1.06e-01h  1
 622  8.1440588e+00 4.54e-02 5.63e+01  -5.7 2.22e+02  -8.0 1.63e-01 7.97e-02h  1
 623  8.1269999e+00 4.05e-02 8.91e+01  -5.7 5.26e+01  -7.6 1.00e+00 1.39e-01h  1
 624  8.0969963e+00 3.40e-02 1.13e+02  -5.7 1.08e+02  -8.0 4.68e-01 1.66e-01h  1
 625  8.0475076e+00 1.72e-02 7.74e+01  -5.7 4.62e+01  -7.6 2.19e-01 6.84e-01h  1
 626  8.0056779e+00 2.58e-02 7.08e+01  -5.7 1.23e+02  -8.1 1.32e-01 2.63e-01h  1
 627  7.9581512e+00 8.95e-02 6.79e+01  -5.7 6.84e+02  -8.6 2.41e-02 5.77e-02h  1
 628  7.8717452e+00 2.37e-01 6.01e+01  -5.7 1.75e+02  -8.1 4.66e-01 4.24e-01h  1
 629  7.8548608e+00 2.49e-01 5.97e+01  -5.7 1.72e+03  -8.6 4.80e-03 6.89e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630  7.8186599e+00 2.76e-01 5.52e+01  -5.7 2.45e+02  -8.2 6.48e-02 1.10e-01h  1
 631  7.8076416e+00 1.12e-01 4.76e+01  -5.7 4.57e+01  -7.8 2.97e-01 6.09e-01h  1
 632  7.7710129e+00 4.73e-02 1.06e+02  -5.7 2.07e+01  -7.3 1.00e+00 1.00e+00h  1
 633  7.7666491e+00 2.79e-04 1.66e+01  -5.7 1.17e+00  -6.0 1.00e+00 1.00e+00h  1
 634  7.7629662e+00 4.80e-04 2.51e+01  -5.7 2.47e+00  -6.5 1.00e+00 7.71e-01h  1
 635  7.7548166e+00 2.85e-03 9.40e+01  -5.7 7.49e+00  -7.0 1.00e+00 1.00e+00f  1
 636  7.7259918e+00 3.87e-02 1.28e+02  -5.7 2.56e+01  -7.4 1.00e+00 1.00e+00h  1
 637  7.7234118e+00 3.84e-05 3.31e-01  -5.7 1.78e-01  -5.2 1.00e+00 1.00e+00h  1
 638  7.7228403e+00 1.49e-05 2.37e-01  -5.7 4.66e-01  -5.7 1.00e+00 1.00e+00h  1
 639  7.7208835e+00 1.29e-04 1.33e+01  -5.7 1.36e+00  -6.2 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640  7.7151615e+00 1.22e-03 7.02e+01  -5.7 4.15e+00  -6.6 1.00e+00 1.00e+00h  1
 641  7.7149391e+00 3.26e-06 6.08e-01  -5.7 1.95e-01  -5.3 1.00e+00 1.00e+00h  1
 642  7.7141026e+00 2.47e-05 1.22e+00  -5.7 5.86e-01  -5.8 1.00e+00 1.00e+00h  1
 643  7.7111737e+00 1.62e-04 2.74e+01  -5.7 2.25e+00  -6.3 1.00e+00 1.00e+00H  1
 644  7.7084049e+00 4.02e-04 6.55e+01  -5.7 6.29e+00  -6.7 3.89e-01 3.69e-01h  1
 645  7.6847351e+00 2.37e-02 1.40e+02  -5.7 1.78e+01  -7.2 1.00e+00 1.00e+00f  1
 646  7.6673461e+00 3.28e-02 1.60e+02  -5.7 7.02e+01  -7.7 9.01e-01 1.66e-01h  1
 647  7.6072658e+00 2.87e-01 7.42e+02  -5.7 2.62e+02  -8.2 1.00e-01 1.95e-01h  1
 648  7.6038716e+00 1.56e-01 3.60e+02  -5.7 1.27e+00  -5.9 6.87e-01 4.59e-01h  1
 649  7.6001690e+00 6.38e-04 1.14e+00  -5.7 5.10e-01  -5.5 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650  7.5976380e+00 2.45e-04 8.27e-01  -5.7 1.28e+00  -6.0 1.00e+00 1.00e+00h  1
 651  7.5918394e+00 1.93e-03 1.04e+00  -5.7 3.86e+00  -6.5 1.00e+00 1.00e+00h  1
 652  7.5894705e+00 3.44e-04 2.10e+01  -5.7 1.47e+00  -6.0 1.00e+00 9.65e-01h  1
 653  7.5827812e+00 2.69e-03 1.64e+01  -5.7 4.49e+00  -6.5 1.00e+00 1.00e+00f  1
 654  7.5680287e+00 1.45e-02 8.25e+01  -5.7 1.41e+01  -7.0 5.80e-01 7.03e-01h  1
 655  7.5490508e+00 3.56e-02 9.22e+01  -5.7 4.75e+01  -7.5 1.82e-01 2.60e-01h  1
 656  7.4150033e+00 1.51e+00 1.16e+02  -5.7 2.18e+02  -7.9 2.59e-01 3.98e-01h  1
 657  7.4165928e+00 1.28e+00 9.91e+01  -5.7 5.26e+01  -5.7 1.88e-01 1.56e-01h  1
 658  7.4140584e+00 1.18e+00 1.23e+02  -5.7 3.49e+00  -6.2 1.00e+00 7.30e-02h  1
 659  7.3768952e+00 4.46e-02 3.06e+01  -5.7 7.03e+00  -6.7 6.12e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660  7.3698159e+00 9.57e-03 1.50e+01  -5.7 2.67e+00  -6.2 6.41e-01 8.17e-01h  1
 661  7.3672349e+00 3.28e-04 7.82e-01  -5.7 9.88e-01  -5.8 1.00e+00 1.00e+00f  1
 662  7.3630929e+00 7.37e-04 1.12e+01  -5.7 4.45e+00  -6.3 3.84e-01 4.48e-01H  1
 663  7.3604659e+00 4.00e-04 4.34e+00  -5.7 1.04e+00  -5.9 1.00e+00 1.00e+00f  1
 664  7.3595284e+00 4.44e-05 8.38e-01  -5.7 3.80e-01  -5.4 1.00e+00 1.00e+00h  1
 665  7.3568094e+00 3.96e-04 2.94e+00  -5.7 1.08e+00  -5.9 1.00e+00 1.00e+00h  1
 666  7.3524867e+00 1.19e-03 2.84e+01  -5.7 3.19e+00  -6.4 5.16e-01 5.23e-01h  1
 667  7.3290242e+00 3.55e-02 9.34e+01  -5.7 9.69e+00  -6.9 1.00e+00 1.00e+00f  1
 668  7.2913961e+00 1.17e-01 9.24e+01  -5.7 3.28e+01  -7.4 8.01e-01 4.77e-01h  1
 669  7.2260425e+00 2.68e-01 3.94e+02  -5.7 1.22e+02  -7.8 4.50e-01 2.61e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670  7.1872229e+00 2.17e-01 2.27e+02  -5.7 4.30e+01  -7.4 3.34e-01 3.96e-01h  1
 671  7.0790521e+00 6.44e-01 1.82e+02  -5.7 1.71e+02  -7.9 1.60e-01 2.79e-01h  1
 672  7.0101265e+00 4.84e-01 9.13e+01  -5.7 6.34e+01  -7.5 5.28e-01 4.09e-01h  1
 673  6.8977656e+00 7.00e-01 7.40e+01  -5.7 2.29e+02  -7.9 2.53e-01 1.90e-01h  1
 674  6.8123599e+00 8.41e-01 7.34e+01  -5.7 3.63e+02  -8.4 3.35e-02 2.65e-01h  1
 675  6.6967080e+00 9.26e-01 6.75e+01  -5.7 3.44e+02  -8.0 8.37e-02 1.20e-01h  1
 676  6.5742576e+00 1.00e+00 6.47e+01  -5.7 9.66e+02  -8.5 4.88e-02 4.74e-02h  1
 677  6.4804954e+00 9.22e-01 4.57e+01  -5.7 2.70e+02  -8.0 3.56e-01 1.18e-01h  1
 678  6.3049833e+00 1.08e+00 4.43e+01  -5.7 1.68e+03  -8.5 2.05e-02 3.68e-02h  1
 679  6.2060631e+00 1.06e+00 4.26e+01  -5.7 4.54e+02  -8.1 2.55e-02 7.89e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680  5.9049791e+00 9.27e-01 3.74e+01  -5.7 1.24e+02  -7.7 2.47e-01 7.53e-01h  1
 681  5.8363530e+00 1.05e+00 3.70e+01  -5.7 2.01e+03  -8.1 1.03e-02 1.04e-02h  1
 682  5.7854484e+00 9.77e-01 3.37e+01  -5.7 1.80e+02  -7.7 9.61e-02 7.53e-02h  1
 683  5.7780288e+00 9.48e-01 3.31e+01  -5.7 1.51e+01  -6.4 1.75e-02 2.98e-02h  1
 684  5.6694402e+00 3.17e-02 6.66e+00  -5.7 2.17e+01  -6.9 7.75e-01 9.68e-01h  1
 685  5.5566580e+00 6.15e-02 4.25e+00  -5.7 6.81e+01  -7.3 4.01e-01 4.38e-01h  1
 686  5.5496104e+00 6.12e-02 4.23e+00  -5.7 2.43e+02  -7.8 1.81e-02 7.21e-03h  1
 687  5.4150663e+00 9.74e-02 1.62e+01  -5.7 1.07e+03  -8.3 8.96e-02 3.47e-02h  1
 688  5.4018308e+00 9.57e-02 2.92e+01  -5.7 2.07e+02  -7.9 6.01e-02 1.98e-02h  1
 689  5.3919297e+00 6.12e-02 1.71e+01  -5.7 3.26e+01  -7.4 4.08e-01 3.60e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690  5.3613422e+00 4.54e-02 2.75e+01  -5.7 1.26e+02  -7.9 8.72e-02 2.77e-01h  1
 691  5.3611720e+00 4.52e-02 2.76e+01  -5.7 4.01e+02  -8.4 4.14e-04 3.63e-03h  1
 692  5.3611175e+00 4.52e-02 2.76e+01  -5.7 1.99e+06  -8.9 2.13e-09 8.36e-08f  2
 693  5.3610948e+00 4.52e-02 2.77e+01  -5.7 4.79e+03  -6.6 8.15e-04 1.89e-05h  1
 694  5.3672917e+00 2.65e-02 1.88e+01  -5.7 4.87e+01  -7.1 6.25e-02 4.36e-01h  1
 695  5.3576757e+00 1.98e-02 1.22e+01  -5.7 2.92e+01  -7.6 3.70e-01 2.51e-01h  1
 696  5.3462846e+00 1.68e-02 1.08e+01  -5.7 4.54e+01  -8.1 1.22e-01 1.54e-01f  1
 697  5.3416956e+00 2.07e-04 1.26e+01  -5.7 6.82e+00  -6.7 5.08e-01 1.00e+00f  1
 698  5.3370195e+00 1.59e-04 5.38e+00  -5.7 9.15e+00  -7.2 6.78e-01 3.69e-01h  1
 699  5.3182055e+00 1.77e-03 5.26e+00  -5.7 1.97e+01  -7.7 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700  5.3044445e+00 2.65e-03 7.60e+00  -5.7 5.46e+01  -8.2 4.97e-01 4.06e-01h  1
 701  5.2966159e+00 1.78e-03 2.99e+00  -5.7 2.16e+01  -7.7 1.00e+00 1.00e+00f  1
 702  5.2799549e+00 5.17e-03 8.78e+00  -5.7 5.98e+01  -8.2 5.86e-01 6.48e-01h  1
 703  5.2603433e+00 2.11e-02 6.90e+01  -5.7 8.68e+01  -8.7 8.95e-01 1.00e+00f  1
 704  5.2340031e+00 5.43e-02 7.80e+01  -5.7 1.87e+02  -9.2 1.00e+00 8.13e-01h  1
 705  5.2197386e+00 1.06e-01 1.06e+02  -5.7 3.07e+02  -9.7 6.59e-01 6.95e-01h  1
 706  5.2137375e+00 9.73e-02 9.75e+01  -5.7 4.02e+02 -10.1 4.01e-01 3.93e-01h  1
 707  5.2137755e+00 9.38e-02 9.45e+01  -5.7 3.34e+02 -10.6 4.57e-02 3.55e-02h  1
 708  5.2125985e+00 8.01e-03 5.08e+02  -5.7 5.77e+02 -11.1 9.77e-01 1.00e+00h  1
 709  5.2126259e+00 9.22e-03 4.88e+02  -5.7 4.11e+03 -11.6 4.62e-02 3.86e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710  5.2137467e+00 8.01e-03 4.24e+02  -5.7 2.35e-01  -3.7 1.31e-01 1.32e-01f  2
 711  5.2123967e+00 4.43e-03 2.30e+02  -5.7 1.74e-01  -4.2 1.00e+00 4.48e-01h  1
 712  5.2126250e+00 5.83e-08 2.45e-01  -5.7 4.49e-02  -4.7 1.00e+00 1.00e+00f  1
 713  5.2128207e+00 2.59e-07 1.79e-01  -5.7 9.57e-02  -5.1 1.00e+00 1.00e+00h  1
 714  5.2128231e+00 9.38e-07 5.77e-02  -5.7 1.88e-01  -5.6 1.00e+00 1.00e+00h  1
 715  5.2128155e+00 1.03e-06 2.19e-02  -5.7 2.08e-01  -6.1 1.00e+00 1.00e+00h  1
 716  5.2128049e+00 2.34e-07 1.02e-02  -5.7 5.95e-01  -6.6 1.00e+00 1.00e+00h  1
 717  5.2128005e+00 3.00e-07 7.56e-03  -5.7 1.63e+00  -7.1 1.00e+00 1.00e+00h  1
 718  5.2128008e+00 1.55e-06 2.90e-02  -5.7 3.72e+00  -7.5 1.00e+00 1.00e+00h  1
 719  5.2128081e+00 6.98e-06 9.12e-02  -5.7 6.66e+00  -8.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720  5.2128200e+00 2.78e-05 1.66e-01  -5.7 9.41e+00  -8.5 1.00e+00 1.00e+00h  1
 721  5.2128295e+00 6.54e-05 1.35e-01  -5.7 1.06e+01  -9.0 1.00e+00 1.00e+00h  1
 722  5.2128309e+00 3.44e-05 1.04e+00  -5.7 2.76e+01  -9.4 1.00e+00 1.00e+00h  1
 723  5.2128140e+00 7.38e-06 6.85e+00  -5.7 7.07e+01  -9.9 1.00e+00 1.00e+00h  1
 724  5.2127671e+00 1.25e-04 3.00e+01  -5.7 1.52e+02 -10.4 1.00e+00 1.00e+00h  1
 725  5.2126414e+00 1.72e-03 7.29e+01  -5.7 2.74e+02 -10.9 1.00e+00 1.00e+00h  1
 726  5.2122784e+00 2.01e-02 1.08e+02  -5.7 5.84e+02 -11.3 1.00e+00 1.00e+00h  1
 727  5.2112943e+00 1.78e-01 1.29e+02  -5.7 1.73e+03 -11.8 1.00e+00 1.00e+00h  1
 728  5.2084190e+00 1.59e+00 1.40e+02  -5.7 5.20e+03 -12.3 1.00e+00 1.00e+00h  1
 729  5.1999426e+00 1.40e+01 1.45e+02  -5.7 1.54e+04 -12.8 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730  5.1755003e+00 1.18e+02 1.45e+02  -5.7 4.51e+04 -13.3 1.00e+00 1.00e+00h  1
 731  5.1097437e+00 8.90e+02 1.43e+02  -5.7 1.25e+05 -13.7 1.00e+00 1.00e+00h  1
 732  4.9596177e+00 5.13e+03 1.37e+02  -5.7 3.11e+05 -14.2 1.00e+00 1.00e+00h  1
 733  4.7928998e+00 9.34e+03 1.01e+02  -5.7 6.20e+05 -14.7 2.31e-01 6.53e-01h  1
 734  4.9425979e+00 6.04e+03 1.40e+02  -5.7 3.64e+05 -15.2 1.00e+00 1.00e+00h  1
 735  4.8346826e+00 3.24e+03 8.21e+01  -5.7 2.72e+05 -15.6 3.90e-01 1.00e+00h  1
 736  4.8082081e+00 2.00e+02 3.34e+01  -5.7 7.54e+04 -16.1 1.00e+00 1.00e+00h  1
 737  4.8040556e+00 5.62e+00 1.84e+01  -5.7 3.53e+04 -16.6 1.00e+00 1.00e+00h  1
 738  4.8039195e+00 8.71e-03 1.27e+00  -5.7 1.12e+04 -17.1 1.00e+00 1.00e+00h  1
 739  4.8039181e+00 5.24e-06 2.42e-02  -5.7 1.44e+03 -17.6 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740  4.8039181e+00 2.86e-09 3.53e-05  -5.7 4.01e+02 -18.0 1.00e+00 1.00e+00h  1
 741  4.8039181e+00 2.00e-09 6.62e-08  -5.7 1.20e+03 -18.5 1.00e+00 1.00e+00h  1
 742  4.3514316e+00 1.01e+01 5.59e+01  -7.0 2.33e+04 -19.0 5.30e-01 6.68e-01f  1
 743  4.2277365e+00 4.99e+00 2.88e+01  -7.0 6.75e+03 -19.5 5.39e-01 5.62e-01h  1
 744  4.1811208e+00 2.38e+00 1.85e+01  -7.0 3.00e-01  -5.6 4.71e-01 5.24e-01h  1
 745  4.1622168e+00 1.28e+00 1.43e+01  -7.0 4.04e-01  -6.1 3.76e-01 4.60e-01h  1
 746  4.1402649e+00 9.12e-06 1.64e+01  -7.0 6.51e-01  -6.6 7.97e-01 1.00e+00h  1
 747  4.1403930e+00 5.74e-06 1.20e+01  -7.0 1.02e+00  -7.0 7.59e-01 4.26e-01h  1
 748  4.1404623e+00 2.89e-05 4.07e+01  -7.0 1.87e+00  -7.5 6.69e-01 1.00e+00f  1
 749  4.1404310e+00 1.25e-05 4.52e+01  -7.0 2.54e+00  -8.0 6.39e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750  4.1403880e+00 2.11e-05 2.85e+02  -7.0 9.84e+00  -8.5 3.62e-01 1.00e+00h  1
 751  4.1403820e+00 1.88e-06 9.02e+01  -7.0 1.92e+01  -8.1 4.85e-02 1.00e+00h  1
 752  4.1403775e+00 2.17e-06 6.70e+01  -7.0 2.13e+01  -8.5 9.10e-02 2.21e-01h  2
 753  4.1403727e+00 1.66e-06 2.16e+01  -7.0 2.18e+00  -8.1 1.00e+00 6.04e-01h  1
 754  4.1403570e+00 1.88e-05 2.69e+00  -7.0 4.33e+00  -8.6 1.00e+00 1.00e+00f  1
 755  4.1403234e+00 1.43e-04 5.04e+00  -7.0 1.19e+01  -9.1 1.00e+00 1.00e+00h  1
 756  4.1402598e+00 8.02e-04 5.99e+00  -7.0 2.82e+01  -9.5 1.00e+00 1.00e+00h  1
 757  4.1401759e+00 1.73e-03 7.02e+00  -7.0 4.12e+01 -10.0 1.00e+00 1.00e+00h  1
 758  4.1401539e+00 1.23e-04 7.12e+00  -7.0 4.22e+01 -10.5 1.00e+00 1.00e+00h  1
 759  4.1401155e+00 4.12e-04 7.59e+00  -7.0 1.06e+02 -11.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760  4.1400057e+00 3.38e-03 7.45e+00  -7.0 2.98e+02 -11.4 1.00e+00 1.00e+00h  1
 761  4.1397438e+00 1.93e-02 7.76e+00  -7.0 7.22e+02 -11.9 1.00e+00 1.00e+00h  1
 762  4.1394416e+00 2.57e-02 7.57e+00  -7.0 9.20e+02 -12.4 1.00e+00 1.00e+00h  1
 763  4.1394675e+00 2.29e-04 7.86e+00  -7.0 6.60e+02 -12.9 1.00e+00 1.00e+00h  1
 764  4.1394572e+00 2.79e-05 7.72e+00  -7.0 1.14e+03 -13.4 1.00e+00 1.00e+00h  1
 765  4.1394565e+00 1.43e-07 7.93e+00  -7.0 1.96e+03 -13.8 1.00e+00 1.00e+00h  1
 766  4.1394566e+00 4.06e-09 7.76e+00  -7.0 3.35e+03 -14.3 1.00e+00 1.00e+00h  1
 767  4.1394566e+00 2.19e-09 7.90e+00  -7.0 5.69e+03 -14.8 9.66e-01 1.00e+00h  1
 768  4.1394566e+00 3.39e-09 7.44e+00  -7.0 9.39e+03 -15.3 9.43e-01 1.00e+00h  1
 769  4.1394566e+00 5.92e-09 7.22e+00  -7.0 1.53e+04 -15.7 9.81e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770  4.1394566e+00 2.19e-09 6.38e+00  -7.0 2.41e+04 -16.2 9.82e-01 1.00e+00h  1
 771  4.1394566e+00 5.26e-09 5.20e+00  -7.0 3.41e+04 -16.7 1.00e+00 1.00e+00h  1
 772  4.1394566e+00 4.06e-09 3.34e+00  -7.0 4.17e+04 -17.2 1.00e+00 1.00e+00h  1
 773  4.1394566e+00 2.19e-09 1.41e+00  -7.0 3.73e+04 -17.6 1.00e+00 1.00e+00h  1
 774  4.1394566e+00 1.86e-09 2.53e-01  -7.0 1.97e+04 -18.1 1.00e+00 1.00e+00h  1
 775  4.1394566e+00 2.19e-09 1.10e-02  -7.0 4.39e+03 -18.6 1.00e+00 1.00e+00h  1
 776  4.1394566e+00 3.39e-09 5.73e-05  -7.0 3.02e+02 -19.1 1.00e+00 1.00e+00h  1
 777  4.1394566e+00 4.06e-09 2.62e-08  -7.0 6.71e+02 -19.6 1.00e+00 1.00e+00h  1

Number of Iterations....: 777

                                   (scaled)                 (unscaled)
Objective...............:   4.1394565558540049e-02    4.1394565558540046e+00
Dual infeasibility......:   2.6241347236983961e-08    2.6241347236983963e-06
Constraint violation....:   4.0566247810653666e-09    4.0566247810653666e-09
Complementarity.........:   9.0909091051915254e-08    9.0909091051915251e-06
Overall NLP error.......:   9.0909091051915254e-08    9.0909091051915251e-06


Number of objective function evaluations             = 800
Number of objective gradient evaluations             = 458
Number of equality constraint evaluations            = 800
Number of inequality constraint evaluations          = 800
Number of equality constraint Jacobian evaluations   = 778
Number of inequality constraint Jacobian evaluations = 778
Number of Lagrangian Hessian evaluations             = 777
Total CPU secs in IPOPT (w/o function evaluations)   =     55.127
Total CPU secs in NLP function evaluations           =     16.084


Timing Statistics:

OverallAlgorithm....................:     71.212 (sys:      8.156 wall:     63.156)
 PrintProblemStatistics.............:      0.000 (sys:      0.000 wall:      0.000)
 InitializeIterates.................:      0.092 (sys:      0.014 wall:      0.086)
 UpdateHessian......................:      6.263 (sys:      0.120 wall:      7.141)
 OutputIteration....................:      0.011 (sys:      0.025 wall:      0.115)
 UpdateBarrierParameter.............:      0.028 (sys:      0.002 wall:      0.042)
 ComputeSearchDirection.............:     29.770 (sys:      4.416 wall:     26.066)
 ComputeAcceptableTrialPoint........:     33.460 (sys:      3.495 wall:     27.809)
 AcceptTrialPoint...................:      0.029 (sys:      0.003 wall:      0.035)
 CheckConvergence...................:      1.554 (sys:      0.079 wall:      1.855)
PDSystemSolverTotal.................:     29.790 (sys:      4.367 wall:     26.008)
 PDSystemSolverSolveOnce............:     29.399 (sys:      4.328 wall:     25.538)
 ComputeResiduals...................:      0.326 (sys:      0.017 wall:      0.369)
 StdAugSystemSolverMultiSolve.......:     52.714 (sys:      7.375 wall:     41.733)
 LinearSystemScaling................:      0.000 (sys:      0.000 wall:      0.000)
 LinearSystemSymbolicFactorization..:      0.006 (sys:      0.001 wall:      0.008)
 LinearSystemFactorization..........:     48.353 (sys:      6.625 wall:     37.543)
 LinearSystemBackSolve..............:      3.528 (sys:      0.394 wall:      2.812)
 LinearSystemStructureConverter.....:      0.151 (sys:      0.005 wall:      0.165)
  LinearSystemStructureConverterInit:      0.007 (sys:      0.001 wall:      0.008)
QualityFunctionSearch...............:      0.000 (sys:      0.000 wall:      0.000)
TryCorrector........................:      0.000 (sys:      0.000 wall:      0.000)
Task1...............................:      0.000 (sys:      0.000 wall:      0.000)
Task2...............................:      0.000 (sys:      0.000 wall:      0.000)
Task3...............................:      0.000 (sys:      0.000 wall:      0.000)
Task4...............................:      0.000 (sys:      0.000 wall:      0.000)
Task5...............................:      0.000 (sys:      0.000 wall:      0.000)
Function Evaluations................:     16.084 (sys:      0.299 wall:     18.202)
 Objective function.................:      0.010 (sys:      0.001 wall:      0.012)
 Objective function gradient........:      0.046 (sys:      0.001 wall:      0.053)
 Equality constraints...............:      3.518 (sys:      0.035 wall:      3.834)
 Inequality constraints.............:      0.007 (sys:      0.001 wall:      0.008)
 Equality constraint Jacobian.......:      0.090 (sys:      0.076 wall:      0.194)
 Inequality constraint Jacobian.....:      2.140 (sys:      0.021 wall:      2.362)
 Lagrangian Hessian.................:     10.273 (sys:      0.164 wall:     11.739)

EXIT: Optimal Solution Found.
